Date,Value
1956-10-03,99.9
1956-10-04,99.9
1956-10-05,99.9
1956-10-08,99.9
1956-10-09,99.9
1956-10-10,99.9
1956-10-11,99.9
1956-10-12,99.9
1956-10-15,99.9
1956-10-16,99.9
1956-10-17,99.9
1956-10-18,99.9
1956-10-19,99.9
1956-10-22,99.9
1956-10-23,99.9
1956-10-24,99.9
1956-10-25,99.9
1956-10-26,99.9
1956-10-29,99.9
1956-10-30,99.9
1956-10-31,99.9
1956-11-01,100.2
1956-11-02,100.2
1956-11-05,100.2
1956-11-06,100.2
1956-11-07,100.2
1956-11-08,100.2
1956-11-09,100.2
1956-11-12,100.2
1956-11-13,100.2
1956-11-14,100.2
1956-11-15,100.2
1956-11-16,100.2
1956-11-19,100.2
1956-11-20,100.2
1956-11-21,100.2
1956-11-22,100.2
1956-11-23,100.2
1956-11-26,100.2
1956-11-27,100.2
1956-11-28,100.2
1956-11-29,100.2
1956-11-30,100.2
1956-12-03,100.2
1956-12-04,100.2
1956-12-05,100.2
1956-12-06,100.2
1956-12-07,100.2
1956-12-10,100.2
1956-12-11,100.2
1956-12-12,100.2
1956-12-13,100.2
1956-12-14,100.2
1956-12-17,100.2
1956-12-18,100.2
1956-12-19,100.2
1956-12-20,100.2
1956-12-21,100.2
1956-12-24,100.2
1956-12-25,100.2
1956-12-26,100.2
1956-12-27,100.2
1956-12-28,100.2
1956-12-31,100.2
1957-01-01,100.2
1957-01-02,100.2
1957-01-03,100.2
1957-01-04,100.2
1957-01-07,100.2
1957-01-08,100.2
1957-01-09,100.2
1957-01-10,100.2
1957-01-11,100.2
1957-01-14,100.2
1957-01-15,100.2
1957-01-16,100.2
1957-01-17,100.2
1957-01-18,100.2
1957-01-21,100.2
1957-01-22,100.2
1957-01-23,100.2
1957-01-24,100.2
1957-01-25,100.2
1957-01-28,100.2
1957-01-29,100.2
1957-01-30,100.2
1957-01-31,100.2
1957-02-01,100.2
1957-02-04,100.2
1957-02-05,100.2
1957-02-06,100.2
1957-02-07,100.2
1957-02-08,100.2
1957-02-11,100.2
1957-02-12,100.2
1957-02-13,100.2
1957-02-14,100.2
1957-02-15,100.2
1957-02-18,100.2
1957-02-19,100.2
1957-02-20,100.2
1957-02-21,100.2
1957-02-22,100.2
1957-02-25,100.2
1957-02-26,100.2
1957-02-27,100.2
1957-02-28,100.2
1957-03-01,100.2
1957-03-04,100.2
1957-03-05,100.2
1957-03-06,100.2
1957-03-07,100.2
1957-03-08,100.2
1957-03-11,100.2
1957-03-12,100.2
1957-03-13,100.2
1957-03-14,100.2
1957-03-15,100.2
1957-03-18,100.2
1957-03-19,100.2
1957-03-20,100.2
1957-03-21,100.2
1957-03-22,100.2
1957-03-25,100.2
1957-03-26,100.2
1957-03-27,100.2
1957-03-28,100.2
1957-03-29,100.2
1957-04-01,100.2
1957-04-02,100.2
1957-04-03,100.2
1957-04-04,100.2
1957-04-05,100.2
1957-04-08,100.2
1957-04-09,100.2
1957-04-10,100.2
1957-04-11,100.2
1957-04-12,100.2
1957-04-15,100.2
1957-04-16,100.2
1957-04-17,100.2
1957-04-18,100.2
1957-04-19,100.2
1957-04-22,100.2
1957-04-23,100.2
1957-04-24,100.2
1957-04-25,100.2
1957-04-26,100.2
1957-04-29,100.2
1957-04-30,100.2
1957-05-01,92.9
1957-05-02,92.9
1957-05-03,92.9
1957-05-06,92.9
1957-05-07,92.9
1957-05-08,92.9
1957-05-09,92.9
1957-05-10,92.9
1957-05-13,92.9
1957-05-14,92.9
1957-05-15,92.9
1957-05-16,92.9
1957-05-17,92.9
1957-05-20,92.9
1957-05-21,92.9
1957-05-22,92.9
1957-05-23,92.9
1957-05-24,92.9
1957-05-27,92.9
1957-05-28,92.9
1957-05-29,92.9
1957-05-30,92.9
1957-05-31,92.9
1957-06-03,92.9
1957-06-04,92.9
1957-06-05,92.9
1957-06-06,92.9
1957-06-07,92.9
1957-06-10,92.9
1957-06-11,92.9
1957-06-12,92.9
1957-06-13,92.9
1957-06-14,92.9
1957-06-17,92.9
1957-06-18,92.9
1957-06-19,92.9
1957-06-20,92.9
1957-06-21,92.9
1957-06-24,92.9
1957-06-25,92.9
1957-06-26,92.9
1957-06-27,92.9
1957-06-28,92.9
1957-07-01,92.9
1957-07-02,92.9
1957-07-03,92.9
1957-07-04,92.9
1957-07-05,92.9
1957-07-08,92.9
1957-07-09,92.9
1957-07-10,92.9
1957-07-11,92.9
1957-07-12,92.9
1957-07-15,92.9
1957-07-16,92.9
1957-07-17,92.9
1957-07-18,92.9
1957-07-19,92.9
1957-07-22,92.9
1957-07-23,92.9
1957-07-24,92.9
1957-07-25,92.9
1957-07-26,92.9
1957-07-29,92.9
1957-07-30,92.9
1957-07-31,92.9
1957-08-01,92.9
1957-08-02,92.9
1957-08-05,92.9
1957-08-06,92.9
1957-08-07,92.9
1957-08-08,92.9
1957-08-09,92.9
1957-08-12,92.9
1957-08-13,92.9
1957-08-14,92.9
1957-08-15,92.9
1957-08-16,92.9
1957-08-19,92.9
1957-08-20,92.9
1957-08-21,92.9
1957-08-22,92.9
1957-08-23,92.9
1957-08-26,92.9
1957-08-27,92.9
1957-08-28,92.9
1957-08-29,92.9
1957-08-30,92.9
1957-09-02,92.9
1957-09-03,92.9
1957-09-04,92.9
1957-09-05,92.9
1957-09-06,92.9
1957-09-09,92.9
1957-09-10,92.9
1957-09-11,92.9
1957-09-12,92.9
